# Program:featureCounts v2.0.1; Command:"featureCounts" "../St1.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "St1.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../St1.bam
random4320	HD2_scaffold_5	14855287	14859464	+	4178	10522
random4321	HD2_scaffold_1	11060785	11063793	+	3009	7850
random4322	HD2_scaffold_5	14783542	14788372	+	4831	9583
random4323	HD2_scaffold_1	24615151	24619314	+	4164	10777
random4324	HD2_scaffold_2	12018838	12028510	+	9673	24715
random4325	HD2_scaffold_2	13139952	13144391	+	4440	15751
random4326	HD2_scaffold_6	3432082	3440034	+	7953	18993
random4327	HD2_scaffold_1	369916	371966	+	2051	4923
random4328	HD2_scaffold_273	2261	6474	+	4214	8243
random4329	HD2_scaffold_10	2064743	2070499	+	5757	12873
random4330	HD2_scaffold_10	7562859	7566352	+	3494	8646
random4331	HD2_scaffold_8	6346690	6364581	+	17892	51579
random4332	HD2_scaffold_10	2379147	2393917	+	14771	36569
random4333	HD2_scaffold_3	2222764	2226882	+	4119	9765
random4334	HD2_scaffold_9	194991	198992	+	4002	10051
random4335	HD2_scaffold_3	13107871	13111941	+	4071	9323
random4336	HD2_scaffold_5	7442667	7456379	+	13713	31363
random4337	HD2_scaffold_6	4099545	4104047	+	4503	10870
random4338	HD2_scaffold_1	18193885	18201950	+	8066	17706
random4339	HD2_scaffold_3	12194635	12208571	+	13937	34015
random4340	HD2_scaffold_10	5468401	5478861	+	10461	30673
random4341	HD2_scaffold_2	6475344	6476880	+	1537	4278
random4342	HD2_scaffold_2	19234482	19241345	+	6864	17896
random4343	HD2_scaffold_10	5187957	5195312	+	7356	18111
random4344	HD2_scaffold_11	3841	14166	+	10326	27792
random4345	HD2_scaffold_6	13462331	13470060	+	7730	19892
random4346	HD2_scaffold_4	3032969	3038887	+	5919	14550
random4347	HD2_scaffold_1	7742335	7747030	+	4696	11598
random4348	HD2_scaffold_1	27369714	27373835	+	4122	10561
random4349	HD2_scaffold_3	8590935	8594296	+	3362	8074
random4350	HD2_scaffold_1	21447418	21451874	+	4457	10986
random4351	HD2_scaffold_12	5621758	5625931	+	4174	8403
random4352	HD2_scaffold_1	10050863	10057369	+	6507	16303
random4353	HD2_scaffold_12	6237963	6247152	+	9190	20493
random4354	HD2_scaffold_12	6051446	6059149	+	7704	10279
random4355	HD2_scaffold_522	512	6413	+	5902	39581
random4356	HD2_scaffold_2	9151432	9155787	+	4356	10737
random4357	HD2_scaffold_1	25494866	25499562	+	4697	8988
random4358	HD2_scaffold_12	2333503	2337337	+	3835	8071
random4359	HD2_scaffold_9	11734643	11739629	+	4987	11222
random4360	HD2_scaffold_1	9195889	9201084	+	5196	13092
random4361	HD2_scaffold_6	1316831	1324746	+	7916	11045
random4362	HD2_scaffold_6	3467778	3470934	+	3157	6875
random4363	HD2_scaffold_5	7207491	7211858	+	4368	10482
random4364	HD2_scaffold_5	6430822	6436170	+	5349	13187
random4365	HD2_scaffold_10	4009386	4019399	+	10014	23935
random4366	HD2_scaffold_12	4478744	4482451	+	3708	8064
random4367	HD2_scaffold_11	6852587	6857200	+	4614	11236
random4368	HD2_scaffold_10	10913380	10917089	+	3710	8360
random4369	HD2_scaffold_10	7271584	7276601	+	5018	12468
random4370	HD2_scaffold_4	12081063	12084726	+	3664	9081
random4371	HD2_scaffold_2	5156972	5160709	+	3738	9504
random4372	HD2_scaffold_172	7447	13233	+	5787	20659
random4373	HD2_scaffold_1	7372083	7377347	+	5265	12231
random4374	HD2_scaffold_4	10412450	10416558	+	4109	10221
random4375	HD2_scaffold_6	8713786	8717944	+	4159	10083
random4376	HD2_scaffold_3	18595761	18599938	+	4178	10343
random4377	HD2_scaffold_9	2036667	2039675	+	3009	7038
random4378	HD2_scaffold_3	11090776	11095606	+	4831	11684
random4379	HD2_scaffold_2	10019319	10023482	+	4164	9223
random4380	HD2_scaffold_2	7046015	7055687	+	9673	23801
random4381	HD2_scaffold_8	83152	87591	+	4440	12040
random4382	HD2_scaffold_9	8254378	8262330	+	7953	17530
random4383	HD2_scaffold_12	501197	503247	+	2051	5431
random4384	HD2_scaffold_7	5556930	5561143	+	4214	10928
random4385	HD2_scaffold_12	2653528	2659284	+	5757	12851
random4386	HD2_scaffold_8	4279081	4282574	+	3494	8859
random4387	HD2_scaffold_3	6599694	6617585	+	17892	44246
random4388	HD2_scaffold_3	2361976	2376746	+	14771	34013
random4389	HD2_scaffold_8	10873226	10877344	+	4119	10197
random4390	HD2_scaffold_12	1129762	1133763	+	4002	10339
random4391	HD2_scaffold_1	2377849	2381919	+	4071	5821
random4392	HD2_scaffold_6	6166434	6180146	+	13713	30673
random4393	HD2_scaffold_1	26600638	26605140	+	4503	11249
random4394	HD2_scaffold_6	4284276	4292341	+	8066	20131
random4395	HD2_scaffold_9	8151219	8165155	+	13937	32966
random4396	HD2_scaffold_6	10778594	10789054	+	10461	25130
random4397	HD2_scaffold_9	7777275	7778811	+	1537	4647
random4398	HD2_scaffold_2	22338459	22345322	+	6864	17219
random4399	HD2_scaffold_1	9109490	9116845	+	7356	17895
random4400	HD2_scaffold_6	3013010	3023335	+	10326	22796
random4401	HD2_scaffold_4	13865294	13873023	+	7730	17701
random4402	HD2_scaffold_34	13536	19454	+	5919	13468
random4403	HD2_scaffold_1	15379120	15383815	+	4696	11657
random4404	HD2_scaffold_4	4102289	4106410	+	4122	10457
random4405	HD2_scaffold_6	12946719	12950080	+	3362	8407
random4406	HD2_scaffold_2	16720426	16724882	+	4457	10900
random4407	HD2_scaffold_1	27956586	27960759	+	4174	18571
random4408	HD2_scaffold_12	4150247	4156753	+	6507	14237
random4409	HD2_scaffold_4	4005609	4014798	+	9190	22405
random4410	HD2_scaffold_2	1961028	1968731	+	7704	17855
random4411	HD2_scaffold_5	4600168	4606069	+	5902	13882
random4412	HD2_scaffold_6	13948825	13953180	+	4356	11279
random4413	HD2_scaffold_9	8184890	8189586	+	4697	11332
random4414	HD2_scaffold_9	1040589	1044423	+	3835	9426
random4415	HD2_scaffold_11	4207627	4212613	+	4987	10172
random4416	HD2_scaffold_11	5500423	5505618	+	5196	9195
random4417	HD2_scaffold_8	10335608	10343523	+	7916	17109
random4418	HD2_scaffold_10	1369783	1372939	+	3157	7321
random4419	HD2_scaffold_10	2057921	2062288	+	4368	10781
random4420	HD2_scaffold_2	15796425	15801773	+	5349	12817
random4421	HD2_scaffold_3	14823485	14833498	+	10014	25121
random4422	HD2_scaffold_9	10050898	10054605	+	3708	8844
random4423	HD2_scaffold_7	7881106	7885719	+	4614	11110
random4424	HD2_scaffold_9	11205039	11208748	+	3710	8188
random4425	HD2_scaffold_2	5813441	5818458	+	5018	12812
random4426	HD2_scaffold_2	3796612	3800275	+	3664	8638
random4427	HD2_scaffold_9	41437	45174	+	3738	28176
random4428	HD2_scaffold_6	3190738	3196524	+	5787	13337
random4429	HD2_scaffold_5	491456	496720	+	5265	12622
random4430	HD2_scaffold_3	13847262	13851370	+	4109	9868
random4431	HD2_scaffold_3	2178317	2182475	+	4159	10697
random4432	HD2_scaffold_10	8533563	8537740	+	4178	8941
random4433	HD2_scaffold_5	13864423	13867431	+	3009	7119
random4434	HD2_scaffold_51	37261	42091	+	4831	11244
random4435	HD2_scaffold_8	1722752	1726915	+	4164	10609
random4436	HD2_scaffold_3	16137069	16146741	+	9673	23018
random4437	HD2_scaffold_10	5757907	5762346	+	4440	10409
random4438	HD2_scaffold_11	1308867	1316819	+	7953	21583
random4439	HD2_scaffold_2	9387594	9389644	+	2051	4777
random4440	HD2_scaffold_12	4668724	4672937	+	4214	9819
random4441	HD2_scaffold_1	19039973	19045729	+	5757	14051
random4442	HD2_scaffold_10	3421123	3424616	+	3494	3309
random4443	HD2_scaffold_10	7821248	7839139	+	17892	40278
random4444	HD2_scaffold_9	1080455	1095225	+	14771	34892
random4445	HD2_scaffold_7	11645554	11649672	+	4119	10185
random4446	HD2_scaffold_1	1091149	1095150	+	4002	8133
random4447	HD2_scaffold_11	5912129	5916199	+	4071	10356
random4448	HD2_scaffold_6	13707134	13720846	+	13713	33167
random4449	HD2_scaffold_7	13696409	13700911	+	4503	10854
random4450	HD2_scaffold_3	11635546	11643611	+	8066	16664
random4451	HD2_scaffold_1	12278612	12292548	+	13937	32117
random4452	HD2_scaffold_6	10071202	10081662	+	10461	25509
random4453	HD2_scaffold_5	4586649	4588185	+	1537	4188
random4454	HD2_scaffold_10	8498875	8505738	+	6864	16556
random4455	HD2_scaffold_5	8945145	8952500	+	7356	18635
random4456	HD2_scaffold_9	9328320	9338645	+	10326	24314
random4457	HD2_scaffold_5	13411685	13419414	+	7730	19877
random4458	HD2_scaffold_1	3440758	3446676	+	5919	9906
random4459	HD2_scaffold_7	9902399	9907094	+	4696	12475
random4460	HD2_scaffold_9	5600588	5604709	+	4122	10151
random4461	HD2_scaffold_11	290839	294200	+	3362	8053
random4462	HD2_scaffold_3	5037752	5042208	+	4457	11264
random4463	HD2_scaffold_7	7657452	7661625	+	4174	10081
random4464	HD2_scaffold_1	7650365	7656871	+	6507	14949
random4465	HD2_scaffold_7	12943570	12952759	+	9190	21259
random4466	HD2_scaffold_7	6497252	6504955	+	7704	18892
random4467	HD2_scaffold_6	2584206	2590107	+	5902	15426
random4468	HD2_scaffold_1	18469726	18474081	+	4356	10712
random4469	HD2_scaffold_9	1146720	1151416	+	4697	11342
random4470	HD2_scaffold_2	11994212	11998046	+	3835	9995
random4471	HD2_scaffold_1	27612030	27617016	+	4987	12358
random4472	HD2_scaffold_11	2921051	2926246	+	5196	15388
random4473	HD2_scaffold_1	26945044	26952959	+	7916	19431
random4474	HD2_scaffold_6	12940470	12943626	+	3157	7882
random4475	HD2_scaffold_1	8181857	8186224	+	4368	10553
random4476	HD2_scaffold_5	12385065	12390413	+	5349	13987
random4477	HD2_scaffold_1	16571838	16581851	+	10014	25341
random4478	HD2_scaffold_3	6972676	6976383	+	3708	9524
random4479	HD2_scaffold_11	4004908	4009521	+	4614	10027
random4480	HD2_scaffold_7	571323	575032	+	3710	8859
random4481	HD2_scaffold_8	6293336	6298353	+	5018	12635
random4482	HD2_scaffold_8	760050	763713	+	3664	9873
random4483	HD2_scaffold_9	2310607	2314344	+	3738	10657
random4484	HD2_scaffold_5	12127180	12132966	+	5787	14390
random4485	HD2_scaffold_11	3878254	3883518	+	5265	11019
random4486	HD2_scaffold_2	14028265	14032373	+	4109	10253
random4487	HD2_scaffold_3	11942895	11947053	+	4159	10089
random4488	HD2_scaffold_1	14437150	14441327	+	4178	10055
random4489	HD2_scaffold_8	9904913	9907921	+	3009	6289
random4490	HD2_scaffold_1	22015943	22020773	+	4831	10687
random4491	HD2_scaffold_6	12818661	12822824	+	4164	9977
random4492	HD2_scaffold_11	875207	884879	+	9673	22269
random4493	HD2_scaffold_3	11484840	11489279	+	4440	9774
random4494	HD2_scaffold_91	15255	23207	+	7953	18509
random4495	HD2_scaffold_9	10137528	10139578	+	2051	5633
random4496	HD2_scaffold_3	9928283	9932496	+	4214	9887
random4497	HD2_scaffold_1	14162876	14168632	+	5757	13880
random4498	HD2_scaffold_2	20874837	20878330	+	3494	8868
random4499	HD2_scaffold_2	5977923	5995814	+	17892	48491
random4500	HD2_scaffold_9	8098997	8113767	+	14771	36101
random4501	HD2_scaffold_2	17149827	17153945	+	4119	10380
random4502	HD2_scaffold_8	1857749	1861750	+	4002	9656
random4503	HD2_scaffold_2	13791425	13795495	+	4071	10652
random4504	HD2_scaffold_2	7002540	7016252	+	13713	31445
random4505	HD2_scaffold_1	20942612	20947114	+	4503	11327
random4506	HD2_scaffold_9	11084013	11092078	+	8066	17254
random4507	HD2_scaffold_11	6936626	6950562	+	13937	24868
random4508	HD2_scaffold_2	7831376	7841836	+	10461	23978
random4509	HD2_scaffold_6	1430126	1431662	+	1537	2746
random4510	HD2_scaffold_5	2640088	2646951	+	6864	16403
random4511	HD2_scaffold_11	7128965	7136320	+	7356	11954
random4512	HD2_scaffold_1	1136463	1146788	+	10326	19594
random4513	HD2_scaffold_5	2178304	2186033	+	7730	20440
random4514	HD2_scaffold_1	12882634	12888552	+	5919	14015
random4515	HD2_scaffold_6	4566029	4570724	+	4696	11431
random4516	HD2_scaffold_10	3141007	3145128	+	4122	11033
random4517	HD2_scaffold_2	9382531	9385892	+	3362	7251
random4518	HD2_scaffold_6	9677005	9681461	+	4457	11127
random4519	HD2_scaffold_3	6562490	6566663	+	4174	10804
random4520	HD2_scaffold_8	505358	511864	+	6507	15618
random4521	HD2_scaffold_2	20130123	20139312	+	9190	23484
random4522	HD2_scaffold_12	6189862	6197565	+	7704	17960
random4523	HD2_scaffold_4	13182870	13188771	+	5902	12868
random4524	HD2_scaffold_1	8122590	8126945	+	4356	10612
random4525	HD2_scaffold_4	15686393	15691089	+	4697	11787
random4526	HD2_scaffold_10	61984	65818	+	3835	13924
random4527	HD2_scaffold_2	15200333	15205319	+	4987	11982
random4528	HD2_scaffold_1	27753009	27758204	+	5196	12534
random4529	HD2_scaffold_7	13614052	13621967	+	7916	23377
random4530	HD2_scaffold_4	14804535	14807691	+	3157	5861
random4531	HD2_scaffold_4	5426159	5430526	+	4368	10947
random4532	HD2_scaffold_1	1147652	1153000	+	5349	10843
random4533	HD2_scaffold_5	14367525	14377538	+	10014	22364
random4534	HD2_scaffold_5	3129732	3133439	+	3708	9117
random4535	HD2_scaffold_5	13234774	13239387	+	4614	9737
random4536	HD2_scaffold_286	6432	10141	+	3710	745920
random4537	HD2_scaffold_2	4676017	4681034	+	5018	9690
random4538	HD2_scaffold_10	5257185	5260848	+	3664	9015
random4539	HD2_scaffold_10	6103995	6107732	+	3738	9690
random4540	HD2_scaffold_2	16966466	16972252	+	5787	14822
random4541	HD2_scaffold_1	10402109	10407373	+	5265	21380
random4542	HD2_scaffold_7	11812121	11816229	+	4109	9895
random4543	HD2_scaffold_12	5558438	5562596	+	4159	10912
random4544	HD2_scaffold_1	21495836	21500013	+	4178	10506
random4545	HD2_scaffold_1	16445308	16448316	+	3009	7994
random4546	HD2_scaffold_1	24838290	24843120	+	4831	11585
random4547	HD2_scaffold_3	8596527	8600690	+	4164	11010
random4548	HD2_scaffold_1	10814240	10823912	+	9673	24121
random4549	HD2_scaffold_3	2604016	2608455	+	4440	11428
random4550	HD2_scaffold_1	20092236	20100188	+	7953	18792
random4551	HD2_scaffold_4	14096572	14098622	+	2051	5325
random4552	HD2_scaffold_1	26274223	26278436	+	4214	8084
random4553	HD2_scaffold_7	4742686	4748442	+	5757	13847
random4554	HD2_scaffold_7	6354171	6357664	+	3494	9213
random4555	HD2_scaffold_4	5096912	5114803	+	17892	42115
random4556	HD2_scaffold_2	7081625	7096395	+	14771	36168
random4557	HD2_scaffold_2	13099592	13103710	+	4119	13302
random4558	HD2_scaffold_6	3831388	3835389	+	4002	8627
random4559	HD2_scaffold_14	37091	41161	+	4071	8661
random4560	HD2_scaffold_9	231124	244836	+	13713	37217
random4561	HD2_scaffold_1	17742244	17746746	+	4503	8240
random4562	HD2_scaffold_12	495719	503784	+	8066	18802
random4563	HD2_scaffold_6	3519440	3533376	+	13937	31787
random4564	HD2_scaffold_3	8523774	8534234	+	10461	25730
random4565	HD2_scaffold_5	186290	187826	+	1537	4319
random4566	HD2_scaffold_8	5616630	5623493	+	6864	16916
random4567	HD2_scaffold_2	21219164	21226519	+	7356	17217
random4568	HD2_scaffold_13	23660	33985	+	10326	322282
random4569	HD2_scaffold_5	9988660	9996389	+	7730	18893
random4570	HD2_scaffold_5	7843462	7849380	+	5919	14496
random4571	HD2_scaffold_72	5592	10287	+	4696	12447
random4572	HD2_scaffold_11	2428185	2432306	+	4122	9820
random4573	HD2_scaffold_3	12505396	12508757	+	3362	9733
random4574	HD2_scaffold_4	1980752	1985208	+	4457	11056
random4575	HD2_scaffold_2	22584524	22588697	+	4174	10491
random4576	HD2_scaffold_3	17521692	17528198	+	6507	15461
random4577	HD2_scaffold_10	5018541	5027730	+	9190	22501
random4578	HD2_scaffold_6	12313378	12321081	+	7704	18655
random4579	HD2_scaffold_2	20540760	20546661	+	5902	13996
random4580	HD2_scaffold_9	3635423	3639778	+	4356	10270
random4581	HD2_scaffold_2	642395	647091	+	4697	9510
random4582	HD2_scaffold_2	18316679	18320513	+	3835	10445
random4583	HD2_scaffold_9	4257607	4262593	+	4987	12133
random4584	HD2_scaffold_3	1696868	1702063	+	5196	11149
random4585	HD2_scaffold_2	19090882	19098797	+	7916	19173
random4586	HD2_scaffold_2	10066916	10070072	+	3157	7638
random4587	HD2_scaffold_11	5819196	5823563	+	4368	11190
random4588	HD2_scaffold_5	7803061	7808409	+	5349	13230
random4589	HD2_scaffold_9	8145209	8155222	+	10014	23755
random4590	HD2_scaffold_1	10449117	10452824	+	3708	9266
random4591	HD2_scaffold_5	1650121	1654734	+	4614	11827
random4592	HD2_scaffold_1	4522657	4526366	+	3710	4685
random4593	HD2_scaffold_4	1841238	1846255	+	5018	12008
random4594	HD2_scaffold_5	14312916	14316579	+	3664	6677
random4595	HD2_scaffold_9	3770772	3774509	+	3738	8250
random4596	HD2_scaffold_11	289220	295006	+	5787	13612
random4597	HD2_scaffold_8	2041909	2047173	+	5265	13692
random4598	HD2_scaffold_6	3418682	3422790	+	4109	9698
random4599	HD2_scaffold_22	61044	65202	+	4159	34206
random4600	HD2_scaffold_1	14801375	14805552	+	4178	10402
random4601	HD2_scaffold_11	500746	503754	+	3009	7352
random4602	HD2_scaffold_10	9637280	9642110	+	4831	11834
random4603	HD2_scaffold_4	13302314	13306477	+	4164	9794
random4604	HD2_scaffold_1	5172625	5182297	+	9673	24291
random4605	HD2_scaffold_9	641025	645464	+	4440	10408
random4606	HD2_scaffold_2	14282204	14290156	+	7953	20534
random4607	HD2_scaffold_13	72576	74626	+	2051	6732
random4608	HD2_scaffold_340	271	4484	+	4214	76110
random4609	HD2_scaffold_3	3014829	3020585	+	5757	14578
random4610	HD2_scaffold_2	12085648	12089141	+	3494	9090
random4611	HD2_scaffold_5	14539524	14557415	+	17892	35975
random4612	HD2_scaffold_87	11959	26729	+	14771	27769
random4613	HD2_scaffold_239	11341	15459	+	4119	10317
random4614	HD2_scaffold_7	3585971	3589972	+	4002	9042
random4615	HD2_scaffold_4	11295804	11299874	+	4071	9862
random4616	HD2_scaffold_7	12850048	12863760	+	13713	33826
random4617	HD2_scaffold_4	5044145	5048647	+	4503	11104
random4618	HD2_scaffold_8	11796946	11805011	+	8066	19906
random4619	HD2_scaffold_1	13574185	13588121	+	13937	31979
random4620	HD2_scaffold_2	14714084	14724544	+	10461	22609
random4621	HD2_scaffold_1	15770753	15772289	+	1537	4158
random4622	HD2_scaffold_10	191703	198566	+	6864	5669
random4623	HD2_scaffold_8	9134259	9141614	+	7356	18591
random4624	HD2_scaffold_1	25661269	25671594	+	10326	26004
random4625	HD2_scaffold_7	9476943	9484672	+	7730	18958
random4626	HD2_scaffold_2	13347126	13353044	+	5919	15177
random4627	HD2_scaffold_174	12331	17026	+	4696	9970
random4628	HD2_scaffold_1	1440873	1444994	+	4122	9624
random4629	HD2_scaffold_1	28210564	28213925	+	3362	8280
random4630	HD2_scaffold_1	8539483	8543939	+	4457	11487
random4631	HD2_scaffold_4	9225124	9229297	+	4174	10071
random4632	HD2_scaffold_5	1054259	1060765	+	6507	16779
random4633	HD2_scaffold_3	19466767	19475956	+	9190	22796
random4634	HD2_scaffold_4	4463149	4470852	+	7704	18436
random4635	HD2_scaffold_12	5060175	5066076	+	5902	7763
random4636	HD2_scaffold_1	11595585	11599940	+	4356	10392
random4637	HD2_scaffold_7	6916555	6921251	+	4697	10317
random4638	HD2_scaffold_5	9151144	9154978	+	3835	9737
random4639	HD2_scaffold_1	16326260	16331246	+	4987	11834
random4640	HD2_scaffold_7	7031193	7036388	+	5196	13237
random4641	HD2_scaffold_2	16036335	16044250	+	7916	19681
random4642	HD2_scaffold_1	8537051	8540207	+	3157	8248
random4643	HD2_scaffold_1	6133515	6137882	+	4368	10210
random4644	HD2_scaffold_1	4859884	4865232	+	5349	14147
random4645	HD2_scaffold_3	14924482	14934495	+	10014	25143
random4646	HD2_scaffold_10	8578553	8582260	+	3708	8887
random4647	HD2_scaffold_12	1007832	1012445	+	4614	10051
random4648	HD2_scaffold_1	12110856	12114565	+	3710	9091
random4649	HD2_scaffold_1	17786186	17791203	+	5018	12068
random4650	HD2_scaffold_3	19004115	19007778	+	3664	8952
random4651	HD2_scaffold_4	7563329	7567066	+	3738	9331
random4652	HD2_scaffold_1	15203393	15209179	+	5787	14024
random4653	HD2_scaffold_3	11196080	11201344	+	5265	12680
random4654	HD2_scaffold_5	12310466	12314574	+	4109	9661
random4655	HD2_scaffold_1	11736165	11740323	+	4159	9383
random4656	HD2_scaffold_4	7198868	7203045	+	4178	10110
random4657	HD2_scaffold_375	1625	4633	+	3009	6625
random4658	HD2_scaffold_7	7378364	7383194	+	4831	11534
random4659	HD2_scaffold_10	5079627	5083790	+	4164	11004
random4660	HD2_scaffold_1	16801317	16810989	+	9673	24020
random4661	HD2_scaffold_2	17338724	17343163	+	4440	10898
random4662	HD2_scaffold_7	10150866	10158818	+	7953	18611
random4663	HD2_scaffold_5	12182978	12185028	+	2051	4321
random4664	HD2_scaffold_2	484099	488312	+	4214	9205
random4665	HD2_scaffold_3	8165630	8171386	+	5757	13867
random4666	HD2_scaffold_6	5210322	5213815	+	3494	8394
random4667	HD2_scaffold_1	15203341	15221232	+	17892	42112
random4668	HD2_scaffold_3	12964320	12979090	+	14771	35732
random4669	HD2_scaffold_3	15891362	15895480	+	4119	10160
random4670	HD2_scaffold_6	2286039	2290040	+	4002	8779
random4671	HD2_scaffold_2	19901381	19905451	+	4071	10537
random4672	HD2_scaffold_3	15272330	15286042	+	13713	34466
random4673	HD2_scaffold_6	10996627	11001129	+	4503	12261
random4674	HD2_scaffold_4	4709860	4717925	+	8066	20283
random4675	HD2_scaffold_5	10731833	10745769	+	13937	35096
random4676	HD2_scaffold_1	17630893	17641353	+	10461	24425
random4677	HD2_scaffold_3	2124495	2126031	+	1537	3949
random4678	HD2_scaffold_4	2757317	2764180	+	6864	17088
random4679	HD2_scaffold_1	13417745	13425100	+	7356	17494
random4680	HD2_scaffold_3	1377492	1387817	+	10326	24681
random4681	HD2_scaffold_7	2713966	2721695	+	7730	18337
random4682	HD2_scaffold_1	10180744	10186662	+	5919	14337
random4683	HD2_scaffold_1	5482470	5487165	+	4696	11752
random4684	HD2_scaffold_6	12778516	12782637	+	4122	7389
random4685	HD2_scaffold_1	26397363	26400724	+	3362	8494
random4686	HD2_scaffold_8	11397236	11401692	+	4457	10656
random4687	HD2_scaffold_7	6725962	6730135	+	4174	10554
random4688	HD2_scaffold_10	4364562	4371068	+	6507	15379
random4689	HD2_scaffold_10	3156730	3165919	+	9190	22522
random4690	HD2_scaffold_10	11166773	11174476	+	7704	15487
random4691	HD2_scaffold_3	365889	371790	+	5902	12946
random4692	HD2_scaffold_5	12741118	12745473	+	4356	11562
random4693	HD2_scaffold_9	3401812	3406508	+	4697	11319
random4694	HD2_scaffold_163	11310	15144	+	3835	18031
random4695	HD2_scaffold_11	1931062	1936048	+	4987	12089
random4696	HD2_scaffold_2	18937979	18943174	+	5196	13021
random4697	HD2_scaffold_2	15866834	15874749	+	7916	18545
random4698	HD2_scaffold_11	6752291	6755447	+	3157	10566
random4699	HD2_scaffold_7	3286821	3291188	+	4368	12771
random4700	HD2_scaffold_12	5019174	5024522	+	5349	11795
random4701	HD2_scaffold_3	16151902	16161915	+	10014	26921
random4702	HD2_scaffold_1	25606010	25609717	+	3708	8902
random4703	HD2_scaffold_1	3244125	3248738	+	4614	12532
random4704	HD2_scaffold_185	17122	20831	+	3710	10995
random4705	HD2_scaffold_8	12181686	12186703	+	5018	12356
random4706	HD2_scaffold_2	2601210	2604873	+	3664	6983
random4707	HD2_scaffold_58	37459	41196	+	3738	11487
random4708	HD2_scaffold_8	7029195	7034981	+	5787	13406
random4709	HD2_scaffold_6	13315178	13320442	+	5265	13150
random4710	HD2_scaffold_6	3893504	3897612	+	4109	10384
random4711	HD2_scaffold_11	2634413	2638571	+	4159	10712
random4712	HD2_scaffold_3	18873555	18877732	+	4178	9786
random4713	HD2_scaffold_2	3326929	3329937	+	3009	7262
random4714	HD2_scaffold_6	5704901	5709731	+	4831	11597
random4715	HD2_scaffold_7	5938330	5942493	+	4164	9439
random4716	HD2_scaffold_10	324713	334385	+	9673	22721
random4717	HD2_scaffold_5	13971294	13975733	+	4440	9462
random4718	HD2_scaffold_5	8242142	8250094	+	7953	20055
random4719	HD2_scaffold_9	9928039	9930089	+	2051	4925
random4720	HD2_scaffold_5	1813052	1817265	+	4214	10598
random4721	HD2_scaffold_7	13049412	13055168	+	5757	14013
random4722	HD2_scaffold_9	2201703	2205196	+	3494	8347
random4723	HD2_scaffold_1	17643429	17661320	+	17892	40939
random4724	HD2_scaffold_9	7363849	7378619	+	14771	35480
random4725	HD2_scaffold_1	13345592	13349710	+	4119	10556
random4726	HD2_scaffold_1	11470929	11474930	+	4002	9280
random4727	HD2_scaffold_2	15554908	15558978	+	4071	9709
random4728	HD2_scaffold_11	1367178	1380890	+	13713	30264
random4729	HD2_scaffold_3	13907058	13911560	+	4503	10747
random4730	HD2_scaffold_1	9949765	9957830	+	8066	19229
random4731	HD2_scaffold_8	6102021	6115957	+	13937	34452
random4732	HD2_scaffold_7	6083539	6093999	+	10461	25693
random4733	HD2_scaffold_10	3713601	3715137	+	1537	4348
random4734	HD2_scaffold_9	8779119	8785982	+	6864	15848
random4735	HD2_scaffold_3	15634064	15641419	+	7356	17921
random4736	HD2_scaffold_2	559419	569744	+	10326	23255
random4737	HD2_scaffold_1	25003178	25010907	+	7730	16043
random4738	HD2_scaffold_1	25430686	25436604	+	5919	9226
random4739	HD2_scaffold_8	10535349	10540044	+	4696	12286
random4740	HD2_scaffold_1	15343810	15347931	+	4122	10578
random4741	HD2_scaffold_9	5930925	5934286	+	3362	8382
random4742	HD2_scaffold_10	9826708	9831164	+	4457	10721
random4743	HD2_scaffold_5	12208921	12213094	+	4174	9776
random4744	HD2_scaffold_2	12661399	12667905	+	6507	15732
random4745	HD2_scaffold_9	707861	717050	+	9190	21379
random4746	HD2_scaffold_2	3579071	3586774	+	7704	17995
random4747	HD2_scaffold_7	11642205	11648106	+	5902	14338
random4748	HD2_scaffold_3	15281064	15285419	+	4356	11412
random4749	HD2_scaffold_7	6877654	6882350	+	4697	10909
random4750	HD2_scaffold_8	11690837	11694671	+	3835	8816
random4751	HD2_scaffold_10	5637624	5642610	+	4987	12518
random4752	HD2_scaffold_9	11853086	11858281	+	5196	13188
random4753	HD2_scaffold_8	3278559	3286474	+	7916	20388
random4754	HD2_scaffold_2	6077521	6080677	+	3157	8217
random4755	HD2_scaffold_3	18270588	18274955	+	4368	9371
random4756	HD2_scaffold_310	6538	11886	+	5349	6243
random4757	HD2_scaffold_9	1830396	1840409	+	10014	24747
random4758	HD2_scaffold_1	16557912	16561619	+	3708	8689
random4759	HD2_scaffold_4	13133921	13138534	+	4614	10343
random4760	HD2_scaffold_2	7812397	7816106	+	3710	9963
random4761	HD2_scaffold_4	3055146	3060163	+	5018	11812
random4762	HD2_scaffold_1	8449152	8452815	+	3664	8866
random4763	HD2_scaffold_8	3640292	3644029	+	3738	9710
random4764	HD2_scaffold_2	10961655	10967441	+	5787	13996
random4765	HD2_scaffold_5	5051713	5056977	+	5265	12757
random4766	HD2_scaffold_2	7477574	7481682	+	4109	10268
random4767	HD2_scaffold_7	10275081	10279239	+	4159	10834
random4768	HD2_scaffold_2	7315698	7319875	+	4178	10648
