# Program:featureCounts v2.0.1; Command:"featureCounts" "../U16_4.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "U16_4.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../U16_4.bam
random4653	HD2_scaffold_3	11196080	11201344	+	5265	1082
random4654	HD2_scaffold_5	12310466	12314574	+	4109	892
random4655	HD2_scaffold_1	11736165	11740323	+	4159	820
random4656	HD2_scaffold_4	7198868	7203045	+	4178	960
random4657	HD2_scaffold_375	1625	4633	+	3009	534
random4658	HD2_scaffold_7	7378364	7383194	+	4831	1027
random4659	HD2_scaffold_10	5079627	5083790	+	4164	928
random4660	HD2_scaffold_1	16801317	16810989	+	9673	1872
random4661	HD2_scaffold_2	17338724	17343163	+	4440	893
random4662	HD2_scaffold_7	10150866	10158818	+	7953	1674
random4663	HD2_scaffold_5	12182978	12185028	+	2051	362
random4664	HD2_scaffold_2	484099	488312	+	4214	720
random4665	HD2_scaffold_3	8165630	8171386	+	5757	1250
random4666	HD2_scaffold_6	5210322	5213815	+	3494	632
random4667	HD2_scaffold_1	15203341	15221232	+	17892	3412
random4668	HD2_scaffold_3	12964320	12979090	+	14771	2915
random4669	HD2_scaffold_3	15891362	15895480	+	4119	884
random4670	HD2_scaffold_6	2286039	2290040	+	4002	617
random4671	HD2_scaffold_2	19901381	19905451	+	4071	869
random4672	HD2_scaffold_3	15272330	15286042	+	13713	2964
random4673	HD2_scaffold_6	10996627	11001129	+	4503	1106
random4674	HD2_scaffold_4	4709860	4717925	+	8066	1743
random4675	HD2_scaffold_5	10731833	10745769	+	13937	2933
random4676	HD2_scaffold_1	17630893	17641353	+	10461	2128
random4677	HD2_scaffold_3	2124495	2126031	+	1537	365
random4678	HD2_scaffold_4	2757317	2764180	+	6864	1521
random4679	HD2_scaffold_1	13417745	13425100	+	7356	1534
random4680	HD2_scaffold_3	1377492	1387817	+	10326	2250
random4681	HD2_scaffold_7	2713966	2721695	+	7730	1490
random4682	HD2_scaffold_1	10180744	10186662	+	5919	1159
random4683	HD2_scaffold_1	5482470	5487165	+	4696	999
random4684	HD2_scaffold_6	12778516	12782637	+	4122	595
random4685	HD2_scaffold_1	26397363	26400724	+	3362	746
random4686	HD2_scaffold_8	11397236	11401692	+	4457	866
random4687	HD2_scaffold_7	6725962	6730135	+	4174	836
random4688	HD2_scaffold_10	4364562	4371068	+	6507	1387
random4689	HD2_scaffold_10	3156730	3165919	+	9190	1847
random4690	HD2_scaffold_10	11166773	11174476	+	7704	1265
random4691	HD2_scaffold_3	365889	371790	+	5902	1216
random4692	HD2_scaffold_5	12741118	12745473	+	4356	990
random4693	HD2_scaffold_9	3401812	3406508	+	4697	955
random4694	HD2_scaffold_163	11310	15144	+	3835	1419
random4695	HD2_scaffold_11	1931062	1936048	+	4987	942
random4696	HD2_scaffold_2	18937979	18943174	+	5196	1134
random4697	HD2_scaffold_2	15866834	15874749	+	7916	1625
random4698	HD2_scaffold_11	6752291	6755447	+	3157	516
random4699	HD2_scaffold_7	3286821	3291188	+	4368	1127
random4700	HD2_scaffold_12	5019174	5024522	+	5349	990
random4701	HD2_scaffold_3	16151902	16161915	+	10014	2585
random4702	HD2_scaffold_1	25606010	25609717	+	3708	758
random4703	HD2_scaffold_1	3244125	3248738	+	4614	1080
random4704	HD2_scaffold_185	17122	20831	+	3710	744
random4705	HD2_scaffold_8	12181686	12186703	+	5018	1040
random4706	HD2_scaffold_2	2601210	2604873	+	3664	494
random4707	HD2_scaffold_58	37459	41196	+	3738	864
random4708	HD2_scaffold_8	7029195	7034981	+	5787	1204
random4709	HD2_scaffold_6	13315178	13320442	+	5265	1165
random4710	HD2_scaffold_6	3893504	3897612	+	4109	908
random4711	HD2_scaffold_11	2634413	2638571	+	4159	918
random4712	HD2_scaffold_3	18873555	18877732	+	4178	693
random4713	HD2_scaffold_2	3326929	3329937	+	3009	644
random4714	HD2_scaffold_6	5704901	5709731	+	4831	1113
random4715	HD2_scaffold_7	5938330	5942493	+	4164	807
random4716	HD2_scaffold_10	324713	334385	+	9673	2141
random4717	HD2_scaffold_5	13971294	13975733	+	4440	807
random4718	HD2_scaffold_5	8242142	8250094	+	7953	1768
random4719	HD2_scaffold_9	9928039	9930089	+	2051	372
random4720	HD2_scaffold_5	1813052	1817265	+	4214	964
random4721	HD2_scaffold_7	13049412	13055168	+	5757	1220
random4722	HD2_scaffold_9	2201703	2205196	+	3494	787
random4723	HD2_scaffold_1	17643429	17661320	+	17892	3544
random4724	HD2_scaffold_9	7363849	7378619	+	14771	3034
random4725	HD2_scaffold_1	13345592	13349710	+	4119	826
random4726	HD2_scaffold_1	11470929	11474930	+	4002	784
random4727	HD2_scaffold_2	15554908	15558978	+	4071	847
random4728	HD2_scaffold_11	1367178	1380890	+	13713	2296
random4729	HD2_scaffold_3	13907058	13911560	+	4503	845
random4730	HD2_scaffold_1	9949765	9957830	+	8066	1562
random4731	HD2_scaffold_8	6102021	6115957	+	13937	2685
random4732	HD2_scaffold_7	6083539	6093999	+	10461	2305
random4733	HD2_scaffold_10	3713601	3715137	+	1537	321
random4734	HD2_scaffold_9	8779119	8785982	+	6864	1442
random4735	HD2_scaffold_3	15634064	15641419	+	7356	1586
random4736	HD2_scaffold_2	559419	569744	+	10326	1773
random4737	HD2_scaffold_1	25003178	25010907	+	7730	1386
random4738	HD2_scaffold_1	25430686	25436604	+	5919	761
random4739	HD2_scaffold_8	10535349	10540044	+	4696	899
random4740	HD2_scaffold_1	15343810	15347931	+	4122	811
random4741	HD2_scaffold_9	5930925	5934286	+	3362	702
random4742	HD2_scaffold_10	9826708	9831164	+	4457	912
random4743	HD2_scaffold_5	12208921	12213094	+	4174	839
random4744	HD2_scaffold_2	12661399	12667905	+	6507	1447
random4745	HD2_scaffold_9	707861	717050	+	9190	1969
random4746	HD2_scaffold_2	3579071	3586774	+	7704	1401
random4747	HD2_scaffold_7	11642205	11648106	+	5902	1261
random4748	HD2_scaffold_3	15281064	15285419	+	4356	995
random4749	HD2_scaffold_7	6877654	6882350	+	4697	929
random4750	HD2_scaffold_8	11690837	11694671	+	3835	886
random4751	HD2_scaffold_10	5637624	5642610	+	4987	1002
random4752	HD2_scaffold_9	11853086	11858281	+	5196	1195
random4753	HD2_scaffold_8	3278559	3286474	+	7916	1938
random4754	HD2_scaffold_2	6077521	6080677	+	3157	780
random4755	HD2_scaffold_3	18270588	18274955	+	4368	740
random4756	HD2_scaffold_310	6538	11886	+	5349	862
random4757	HD2_scaffold_9	1830396	1840409	+	10014	2100
random4758	HD2_scaffold_1	16557912	16561619	+	3708	642
random4759	HD2_scaffold_4	13133921	13138534	+	4614	798
random4760	HD2_scaffold_2	7812397	7816106	+	3710	746
random4761	HD2_scaffold_4	3055146	3060163	+	5018	1142
random4762	HD2_scaffold_1	8449152	8452815	+	3664	687
random4763	HD2_scaffold_8	3640292	3644029	+	3738	785
random4764	HD2_scaffold_2	10961655	10967441	+	5787	1088
random4765	HD2_scaffold_5	5051713	5056977	+	5265	1012
random4766	HD2_scaffold_2	7477574	7481682	+	4109	885
random4767	HD2_scaffold_7	10275081	10279239	+	4159	906
random4768	HD2_scaffold_2	7315698	7319875	+	4178	988
random4769	HD2_scaffold_10	446386	449394	+	3009	528
random4770	HD2_scaffold_7	6564662	6569492	+	4831	1023
random4771	HD2_scaffold_5	6590937	6595100	+	4164	902
random4772	HD2_scaffold_10	3885487	3895159	+	9673	1678
random4773	HD2_scaffold_1	25786888	25791327	+	4440	922
random4774	HD2_scaffold_12	1627010	1634962	+	7953	1569
random4775	HD2_scaffold_193	20041	22091	+	2051	575
random4776	HD2_scaffold_2	21963265	21967478	+	4214	932
random4777	HD2_scaffold_3	8600940	8606696	+	5757	1232
random4778	HD2_scaffold_1	18211946	18215439	+	3494	760
random4779	HD2_scaffold_10	10008678	10026569	+	17892	3460
random4780	HD2_scaffold_1	19654498	19669268	+	14771	2916
random4781	HD2_scaffold_2	14455202	14459320	+	4119	939
random4782	HD2_scaffold_4	9750088	9754089	+	4002	773
random4783	HD2_scaffold_1	7780811	7784881	+	4071	947
random4784	HD2_scaffold_8	9075903	9089615	+	13713	2959
random4785	HD2_scaffold_6	9164581	9169083	+	4503	909
random4786	HD2_scaffold_3	15954511	15962576	+	8066	1942
random4787	HD2_scaffold_8	4193920	4207856	+	13937	3042
random4788	HD2_scaffold_4	11207917	11218377	+	10461	2153
random4789	HD2_scaffold_2	718027	719563	+	1537	325
random4790	HD2_scaffold_9	4487962	4494825	+	6864	1462
random4791	HD2_scaffold_8	8213937	8221292	+	7356	1179
random4792	HD2_scaffold_9	2000886	2011211	+	10326	2055
random4793	HD2_scaffold_3	17015717	17023446	+	7730	1457
random4794	HD2_scaffold_9	3673393	3679311	+	5919	1224
random4795	HD2_scaffold_5	14759072	14763767	+	4696	738
random4796	HD2_scaffold_3	18906927	18911048	+	4122	887
random4797	HD2_scaffold_7	10835785	10839146	+	3362	738
random4798	HD2_scaffold_2	6505930	6510386	+	4457	1040
random4799	HD2_scaffold_5	4462418	4466591	+	4174	690
random4800	HD2_scaffold_7	12812395	12818901	+	6507	1296
random4801	HD2_scaffold_4	11418227	11427416	+	9190	1868
random4802	HD2_scaffold_11	6723056	6730759	+	7704	963
random4803	HD2_scaffold_5	4657831	4663732	+	5902	1210
random4804	HD2_scaffold_1	26025568	26029923	+	4356	3499
random4805	HD2_scaffold_1	16179712	16184408	+	4697	1010
random4806	HD2_scaffold_10	5326813	5330647	+	3835	853
random4807	HD2_scaffold_7	2253888	2258874	+	4987	870
random4808	HD2_scaffold_4	9969943	9975138	+	5196	3946
random4809	HD2_scaffold_1	16919433	16927348	+	7916	1377
random4810	HD2_scaffold_12	6441717	6444873	+	3157	659
random4811	HD2_scaffold_11	4387822	4392189	+	4368	674
random4812	HD2_scaffold_2	18196007	18201355	+	5349	1119
random4813	HD2_scaffold_8	9575013	9585026	+	10014	1582
random4814	HD2_scaffold_5	13055448	13059155	+	3708	845
random4815	HD2_scaffold_4	12207106	12211719	+	4614	874
random4816	HD2_scaffold_1	27676002	27679711	+	3710	886
random4817	HD2_scaffold_2	12761404	12766421	+	5018	1099
random4818	HD2_scaffold_6	3598955	3602618	+	3664	734
random4819	HD2_scaffold_10	11508171	11511908	+	3738	325
random4820	HD2_scaffold_9	4878991	4884777	+	5787	1202
random4821	HD2_scaffold_6	5576019	5581283	+	5265	1169
random4822	HD2_scaffold_5	8108296	8112404	+	4109	978
random4823	HD2_scaffold_10	10138963	10143121	+	4159	878
random4824	HD2_scaffold_2	5785125	5789302	+	4178	966
random4825	HD2_scaffold_7	1882427	1885435	+	3009	416
random4826	HD2_scaffold_6	13678298	13683128	+	4831	1021
random4827	HD2_scaffold_9	3143958	3148121	+	4164	821
random4828	HD2_scaffold_3	15173930	15183602	+	9673	1946
random4829	HD2_scaffold_1	7495807	7500246	+	4440	927
random4830	HD2_scaffold_8	7909439	7917391	+	7953	1646
random4831	HD2_scaffold_1	1906077	1908127	+	2051	377
random4832	HD2_scaffold_10	10725301	10729514	+	4214	868
random4833	HD2_scaffold_12	5563631	5569387	+	5757	857
random4834	HD2_scaffold_3	19392055	19395548	+	3494	584
random4835	HD2_scaffold_9	2087120	2105011	+	17892	3584
random4836	HD2_scaffold_8	10214037	10228807	+	14771	2677
random4837	HD2_scaffold_11	1667150	1671268	+	4119	699
random4838	HD2_scaffold_6	6891082	6895083	+	4002	768
random4839	HD2_scaffold_1	9053948	9058018	+	4071	953
random4840	HD2_scaffold_4	10476689	10490401	+	13713	2790
random4841	HD2_scaffold_2	7841515	7846017	+	4503	888
random4842	HD2_scaffold_6	11615778	11623843	+	8066	1518
random4843	HD2_scaffold_4	4145040	4158976	+	13937	3088
random4844	HD2_scaffold_5	14406877	14417337	+	10461	1205
random4845	HD2_scaffold_4	973736	975272	+	1537	321
random4846	HD2_scaffold_2	3336137	3343000	+	6864	1448
random4847	HD2_scaffold_2	13744252	13751607	+	7356	1308
random4848	HD2_scaffold_2	1167149	1177474	+	10326	1684
random4849	HD2_scaffold_8	9822887	9830616	+	7730	1600
random4850	HD2_scaffold_7	13361428	13367346	+	5919	1123
random4851	HD2_scaffold_1	26905822	26910517	+	4696	889
random4852	HD2_scaffold_6	13588415	13592536	+	4122	845
random4853	HD2_scaffold_11	2961815	2965176	+	3362	608
random4854	HD2_scaffold_1	26294460	26298916	+	4457	1021
random4855	HD2_scaffold_7	2874146	2878319	+	4174	891
random4856	HD2_scaffold_1	16389985	16396491	+	6507	1476
random4857	HD2_scaffold_4	15484174	15493363	+	9190	1418
random4858	HD2_scaffold_3	17694971	17702674	+	7704	1749
random4859	HD2_scaffold_1	14638142	14644043	+	5902	1220
random4860	HD2_scaffold_1	29146613	29150968	+	4356	650
random4861	HD2_scaffold_1	14834356	14839052	+	4697	957
random4862	HD2_scaffold_1	18259897	18263731	+	3835	695
random4863	HD2_scaffold_9	4014612	4019598	+	4987	1055
random4864	HD2_scaffold_5	11096352	11101547	+	5196	975
random4865	HD2_scaffold_8	2893233	2901148	+	7916	1820
random4866	HD2_scaffold_4	5674933	5678089	+	3157	566
random4867	HD2_scaffold_3	7528321	7532688	+	4368	889
random4868	HD2_scaffold_10	4359321	4364669	+	5349	1147
random4869	HD2_scaffold_1	13444070	13454083	+	10014	1962
random4870	HD2_scaffold_1	28813392	28817099	+	3708	797
random4871	HD2_scaffold_5	13558971	13563584	+	4614	1079
random4872	HD2_scaffold_3	12220771	12224480	+	3710	732
random4873	HD2_scaffold_6	7750850	7755867	+	5018	1030
random4874	HD2_scaffold_3	17010604	17014267	+	3664	748
random4875	HD2_scaffold_2	17865115	17868852	+	3738	772
random4876	HD2_scaffold_14	95126	100912	+	5787	1800
random4877	HD2_scaffold_12	1562473	1567737	+	5265	969
random4878	HD2_scaffold_12	3549099	3553207	+	4109	808
random4879	HD2_scaffold_4	8335379	8339537	+	4159	919
random4880	HD2_scaffold_3	10755516	10759693	+	4178	802
random4881	HD2_scaffold_3	20099499	20102507	+	3009	392
random4882	HD2_scaffold_10	11131350	11136180	+	4831	969
random4883	HD2_scaffold_2	13124126	13128289	+	4164	825
random4884	HD2_scaffold_9	2583934	2593606	+	9673	2045
random4885	HD2_scaffold_10	2159856	2164295	+	4440	895
random4886	HD2_scaffold_5	7653958	7661910	+	7953	1714
random4887	HD2_scaffold_2	3746526	3748576	+	2051	337
random4888	HD2_scaffold_11	63733	67946	+	4214	729
random4889	HD2_scaffold_6	1783919	1789675	+	5757	796
random4890	HD2_scaffold_2	16183223	16186716	+	3494	757
random4891	HD2_scaffold_2	1137865	1155756	+	17892	2333
random4892	HD2_scaffold_3	12854101	12868871	+	14771	2778
random4893	HD2_scaffold_6	2479684	2483802	+	4119	703
random4894	HD2_scaffold_5	491387	495388	+	4002	850
random4895	HD2_scaffold_1	24768568	24772638	+	4071	453
random4896	HD2_scaffold_10	6804224	6817936	+	13713	2615
random4897	HD2_scaffold_1	25521941	25526443	+	4503	862
random4898	HD2_scaffold_7	1647861	1655926	+	8066	1428
random4899	HD2_scaffold_9	306955	320891	+	13937	2699
random4900	HD2_scaffold_9	6176719	6187179	+	10461	2132
random4901	HD2_scaffold_2	16887083	16888619	+	1537	396
random4902	HD2_scaffold_7	6713215	6720078	+	6864	1463
random4903	HD2_scaffold_1	23385767	23393122	+	7356	1467
random4904	HD2_scaffold_64	33702	44027	+	10326	1816
random4905	HD2_scaffold_3	20365948	20373677	+	7730	1573
random4906	HD2_scaffold_2	7522510	7528428	+	5919	1402
random4907	HD2_scaffold_2	361845	366540	+	4696	724
random4908	HD2_scaffold_6	11241862	11245983	+	4122	974
random4909	HD2_scaffold_12	2485843	2489204	+	3362	784
random4910	HD2_scaffold_3	5522565	5527021	+	4457	842
random4911	HD2_scaffold_6	5294014	5298187	+	4174	842
random4912	HD2_scaffold_4	2120339	2126845	+	6507	1308
random4913	HD2_scaffold_2	815206	824395	+	9190	1594
random4914	HD2_scaffold_10	4241983	4249686	+	7704	1514
random4915	HD2_scaffold_1	10683785	10689686	+	5902	1187
random4916	HD2_scaffold_8	10570418	10574773	+	4356	861
random4917	HD2_scaffold_9	9464442	9469138	+	4697	733
random4918	HD2_scaffold_6	12851324	12855158	+	3835	867
random4919	HD2_scaffold_7	2881557	2886543	+	4987	1045
random4920	HD2_scaffold_1	25768006	25773201	+	5196	1163
random4921	HD2_scaffold_3	684652	692567	+	7916	1858
random4922	HD2_scaffold_1	5502766	5505922	+	3157	685
random4923	HD2_scaffold_4	14450873	14455240	+	4368	741
random4924	HD2_scaffold_2	5311040	5316388	+	5349	1176
random4925	HD2_scaffold_2	11447713	11457726	+	10014	2223
random4926	HD2_scaffold_8	39782	43489	+	3708	21670
random4927	HD2_scaffold_310	7470	12083	+	4614	819
random4928	HD2_scaffold_4	12153308	12157017	+	3710	736
random4929	HD2_scaffold_12	6594856	6599873	+	5018	1126
random4930	HD2_scaffold_1	12001681	12005344	+	3664	1103
random4931	HD2_scaffold_9	2711577	2715314	+	3738	771
random4932	HD2_scaffold_8	11171188	11176974	+	5787	1098
random4933	HD2_scaffold_224	5807	11071	+	5265	1289
random4934	HD2_scaffold_4	3123947	3128055	+	4109	852
random4935	HD2_scaffold_1	22895625	22899783	+	4159	1035
random4936	HD2_scaffold_7	1014088	1018265	+	4178	802
random4937	HD2_scaffold_8	595745	598753	+	3009	638
random4938	HD2_scaffold_2	11290003	11294833	+	4831	1068
random4939	HD2_scaffold_1	7868936	7873099	+	4164	808
random4940	HD2_scaffold_2	22043300	22052972	+	9673	1921
random4941	HD2_scaffold_9	8914711	8919150	+	4440	880
random4942	HD2_scaffold_6	4252464	4260416	+	7953	1655
random4943	HD2_scaffold_4	3251730	3253780	+	2051	464
random4944	HD2_scaffold_4	15158003	15162216	+	4214	728
random4945	HD2_scaffold_1	27676950	27682706	+	5757	1251
random4946	HD2_scaffold_2	7680145	7683638	+	3494	667
random4947	HD2_scaffold_9	6047684	6065575	+	17892	3775
random4948	HD2_scaffold_7	8608040	8622810	+	14771	3135
random4949	HD2_scaffold_4	11218078	11222196	+	4119	738
random4950	HD2_scaffold_3	15593903	15597904	+	4002	859
random4951	HD2_scaffold_2	2252488	2256558	+	4071	606
random4952	HD2_scaffold_6	2837219	2850931	+	13713	3950
random4953	HD2_scaffold_2	8008087	8012589	+	4503	817
random4954	HD2_scaffold_12	2601393	2609458	+	8066	1477
random4955	HD2_scaffold_5	9802426	9816362	+	13937	2936
random4956	HD2_scaffold_8	384583	395043	+	10461	2235
random4957	HD2_scaffold_9	4021194	4022730	+	1537	306
random4958	HD2_scaffold_2	18950894	18957757	+	6864	1468
random4959	HD2_scaffold_2	111373	118728	+	7356	1362
random4960	HD2_scaffold_5	14989924	15000249	+	10326	2103
random4961	HD2_scaffold_10	1072391	1080120	+	7730	1223
random4962	HD2_scaffold_6	6853929	6859847	+	5919	1196
random4963	HD2_scaffold_3	20198142	20202837	+	4696	679
random4964	HD2_scaffold_3	791423	795544	+	4122	738
random4965	HD2_scaffold_2	4562291	4565652	+	3362	598
random4966	HD2_scaffold_6	11633049	11637505	+	4457	837
random4967	HD2_scaffold_4	11606335	11610508	+	4174	856
random4968	HD2_scaffold_3	17194090	17200596	+	6507	1296
random4969	HD2_scaffold_6	8883920	8893109	+	9190	1979
random4970	HD2_scaffold_11	6665143	6672846	+	7704	1300
random4971	HD2_scaffold_12	1931261	1937162	+	5902	1119
random4972	HD2_scaffold_6	516634	520989	+	4356	761
random4973	HD2_scaffold_79	14951	19647	+	4697	1374
random4974	HD2_scaffold_8	5889832	5893666	+	3835	963
random4975	HD2_scaffold_2	18907586	18912572	+	4987	1031
random4976	HD2_scaffold_62	32613	37808	+	5196	2414
random4977	HD2_scaffold_8	11497615	11505530	+	7916	1477
random4978	HD2_scaffold_10	6969465	6972621	+	3157	656
random4979	HD2_scaffold_12	4478436	4482803	+	4368	668
random4980	HD2_scaffold_2	14169546	14174894	+	5349	1048
random4981	HD2_scaffold_2	14315909	14325922	+	10014	2094
random4982	HD2_scaffold_6	6825917	6829624	+	3708	908
random4983	HD2_scaffold_2	8498765	8503378	+	4614	814
random4984	HD2_scaffold_9	1352025	1355734	+	3710	739
random4985	HD2_scaffold_5	12164572	12169589	+	5018	1180
random4986	HD2_scaffold_1	15957872	15961535	+	3664	639
random4987	HD2_scaffold_2	17423959	17427696	+	3738	783
random4988	HD2_scaffold_4	11138376	11144162	+	5787	1214
random4989	HD2_scaffold_8	294059	299323	+	5265	968
random4990	HD2_scaffold_72	37055	41163	+	4109	7922
random4991	HD2_scaffold_2	21803795	21807953	+	4159	791
random4992	HD2_scaffold_10	2399642	2403819	+	4178	839
random4993	HD2_scaffold_5	868687	871695	+	3009	655
random4994	HD2_scaffold_457	1155	5985	+	4831	342
random4995	HD2_scaffold_12	4809679	4813842	+	4164	707
random4996	HD2_scaffold_1	2949919	2959591	+	9673	2198
random4997	HD2_scaffold_6	3938181	3942620	+	4440	867
random4998	HD2_scaffold_5	3484853	3492805	+	7953	1766
random4999	HD2_scaffold_8	6710039	6712089	+	2051	421
random5000	HD2_scaffold_136	58	4271	+	4214	1044
random5001	HD2_scaffold_3	17511280	17517036	+	5757	1410
random5002	HD2_scaffold_81	4273	7766	+	3494	438
random5003	HD2_scaffold_9	2126830	2144721	+	17892	3647
random5004	HD2_scaffold_2	15823099	15837869	+	14771	3081
random5005	HD2_scaffold_6	12936883	12941001	+	4119	854
random5006	HD2_scaffold_8	4449684	4453685	+	4002	961
random5007	HD2_scaffold_4	10778166	10782236	+	4071	882
random5008	HD2_scaffold_3	20105290	20119002	+	13713	2142
random5009	HD2_scaffold_2	22547616	22552118	+	4503	1015
random5010	HD2_scaffold_2	15681757	15689822	+	8066	1713
random5011	HD2_scaffold_7	10275855	10289791	+	13937	2884
random5012	HD2_scaffold_6	10378230	10388690	+	10461	2068
random5013	HD2_scaffold_39	4866	6402	+	1537	1187
random5014	HD2_scaffold_3	19992635	19999498	+	6864	797
random5015	HD2_scaffold_10	3482868	3490223	+	7356	1315
random5016	HD2_scaffold_12	4259630	4269955	+	10326	1641
random5017	HD2_scaffold_2	8689789	8697518	+	7730	1631
random5018	HD2_scaffold_1	2534973	2540891	+	5919	1093
random5019	HD2_scaffold_3	20186341	20191036	+	4696	943
random5020	HD2_scaffold_1	7846609	7850730	+	4122	876
random5021	HD2_scaffold_5	3758220	3761581	+	3362	715
random5022	HD2_scaffold_7	14406126	14410582	+	4457	827
random5023	HD2_scaffold_7	2285045	2289218	+	4174	707
random5024	HD2_scaffold_6	6039578	6046084	+	6507	1403
random5025	HD2_scaffold_2	2828963	2838152	+	9190	1793
random5026	HD2_scaffold_7	1437559	1445262	+	7704	1357
random5027	HD2_scaffold_6	429914	435815	+	5902	879
random5028	HD2_scaffold_11	389803	394158	+	4356	878
random5029	HD2_scaffold_1	4299739	4304435	+	4697	895
random5030	HD2_scaffold_5	4458166	4462000	+	3835	845
random5031	HD2_scaffold_2	22047622	22052608	+	4987	1079
random5032	HD2_scaffold_4	14723126	14728321	+	5196	853
random5033	HD2_scaffold_6	4201232	4209147	+	7916	1627
random5034	HD2_scaffold_2	16507897	16511053	+	3157	605
random5035	HD2_scaffold_5	6423101	6427468	+	4368	961
random5036	HD2_scaffold_10	9795647	9800995	+	5349	1152
random5037	HD2_scaffold_9	3987252	3997265	+	10014	2010
random5038	HD2_scaffold_1	10958378	10962085	+	3708	754
random5039	HD2_scaffold_3	1903451	1908064	+	4614	1001
random5040	HD2_scaffold_5	8153768	8157477	+	3710	875
random5041	HD2_scaffold_4	5981231	5986248	+	5018	1050
random5042	HD2_scaffold_2	13845037	13848700	+	3664	841
random5043	HD2_scaffold_1	22526865	22530602	+	3738	710
random5044	HD2_scaffold_5	1920436	1926222	+	5787	1124
random5045	HD2_scaffold_4	12391269	12396533	+	5265	1129
random5046	HD2_scaffold_5	14614301	14618409	+	4109	561
random5047	HD2_scaffold_5	11824082	11828240	+	4159	931
random5048	HD2_scaffold_379	387	4564	+	4178	1635
random5049	HD2_scaffold_7	10414102	10417110	+	3009	637
random5050	HD2_scaffold_3	632101	636931	+	4831	1115
random5051	HD2_scaffold_1	17454862	17459025	+	4164	872
random5052	HD2_scaffold_1	8074045	8083717	+	9673	1923
random5053	HD2_scaffold_1	3165239	3169678	+	4440	943
random5054	HD2_scaffold_1	25193668	25201620	+	7953	1372
random5055	HD2_scaffold_10	7552140	7554190	+	2051	453
random5056	HD2_scaffold_8	1484557	1488770	+	4214	813
random5057	HD2_scaffold_1	25757849	25763605	+	5757	1181
random5058	HD2_scaffold_2	6988526	6992019	+	3494	692
random5059	HD2_scaffold_3	1728017	1745908	+	17892	3542
random5060	HD2_scaffold_10	4965852	4980622	+	14771	3733
random5061	HD2_scaffold_4	140872	144990	+	4119	755
random5062	HD2_scaffold_2	21351402	21355403	+	4002	711
random5063	HD2_scaffold_4	9282400	9286470	+	4071	829
random5064	HD2_scaffold_10	5415602	5429314	+	13713	2582
random5065	HD2_scaffold_7	4289325	4293827	+	4503	855
random5066	HD2_scaffold_9	1643072	1651137	+	8066	1949
random5067	HD2_scaffold_9	8366852	8380788	+	13937	2957
random5068	HD2_scaffold_6	9399791	9410251	+	10461	2134
random5069	HD2_scaffold_3	8664331	8665867	+	1537	336
random5070	HD2_scaffold_1	14368334	14375197	+	6864	1315
random5071	HD2_scaffold_1	638151	645506	+	7356	999
random5072	HD2_scaffold_118	9034	19359	+	10326	1885
random5073	HD2_scaffold_1	25925986	25933715	+	7730	1165
random5074	HD2_scaffold_1	19107961	19113879	+	5919	1239
random5075	HD2_scaffold_10	1534923	1539618	+	4696	896
random5076	HD2_scaffold_4	5395494	5399615	+	4122	861
random5077	HD2_scaffold_211	9445	12806	+	3362	1051
random5078	HD2_scaffold_9	4976079	4980535	+	4457	1001
random5079	HD2_scaffold_6	3668026	3672199	+	4174	951
random5080	HD2_scaffold_3	13631980	13638486	+	6507	1393
random5081	HD2_scaffold_4	15185092	15194281	+	9190	1506
random5082	HD2_scaffold_2	10389610	10397313	+	7704	1489
random5083	HD2_scaffold_11	5066443	5072344	+	5902	1041
random5084	HD2_scaffold_10	8039057	8043412	+	4356	862
random5085	HD2_scaffold_2	6964042	6968738	+	4697	829
random5086	HD2_scaffold_4	5093541	5097375	+	3835	746
random5087	HD2_scaffold_7	13728854	13733840	+	4987	927
random5088	HD2_scaffold_10	5746505	5751700	+	5196	1091
random5089	HD2_scaffold_1	25066188	25074103	+	7916	1206
random5090	HD2_scaffold_4	14000107	14003263	+	3157	731
random5091	HD2_scaffold_8	3236494	3240861	+	4368	996
random5092	HD2_scaffold_1	1695469	1700817	+	5349	842
random5093	HD2_scaffold_4	11211757	11221770	+	10014	1906
random5094	HD2_scaffold_41	34853	38560	+	3708	874
random5095	HD2_scaffold_1	14490587	14495200	+	4614	891
random5096	HD2_scaffold_7	14254071	14257780	+	3710	667
random5097	HD2_scaffold_3	943791	948808	+	5018	1076
random5098	HD2_scaffold_7	5790727	5794390	+	3664	685
random5099	HD2_scaffold_8	9736090	9739827	+	3738	665
random5100	HD2_scaffold_7	12554315	12560101	+	5787	1177
random5101	HD2_scaffold_7	6597126	6602390	+	5265	1086
random5102	HD2_scaffold_3	3495323	3499431	+	4109	796
random5103	HD2_scaffold_7	13089763	13093921	+	4159	764
random5104	HD2_scaffold_10	5916327	5920504	+	4178	869
random5105	HD2_scaffold_12	177067	180075	+	3009	609
random5106	HD2_scaffold_162	3758	8588	+	4831	72
random5107	HD2_scaffold_4	12784589	12788752	+	4164	840
random5108	HD2_scaffold_5	8210193	8219865	+	9673	1934
random5109	HD2_scaffold_1	4418358	4422797	+	4440	972
